tikhonov_root,auto_candidates,resolution_kind,resolved_root,resolved_canonical_root,kuznetsova_homonym_candidates,notes
цилиндр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цилл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цимбал,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цинг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цинк,цинк,deterministic,цинк,цинк,,
цирк,цирк,deterministic,цирк,цирк,,
циркон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
циркул,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
циркуль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
циркуляр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
циркум,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
циркумфлекс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цирюль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цист,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цистерн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цит,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цитадель,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цитр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цитрус,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
циферблат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цифир,цифир,deterministic,цифир,цифир,,
цифр,цифр,deterministic,цифр,цифир,,
цок,цок,deterministic,цок,цок,,
цоколь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цоп,цоп,deterministic,цоп,цоп,,
цуг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цук,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цукат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цутюн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цыган,цыган,deterministic,цыган,цыган,,
цык,цык,deterministic,цык,цык,,
цып,цып-1|цып-2,homonym,,,цып-1|цып-2,
цыпл,цып-1,deterministic,цып-1,цып-1,,
ч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ча,ч-1|ча(j)-1|ча(j)-2,lemma_level_conflict,,,,Conflicting automatic candidates across lemmas: ч-1|ча(j)-1|ча(j)-2
чабан,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чабр,чабр,deterministic,чабр,чабёр,,
чав,чавк,deterministic,чавк,чавк,,
чавка,чавк,deterministic,чавк,чавк,,
чавыч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чагатай,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чад,чад-1|чад-2,homonym,,,чад-1|чад-2,
чадр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чай,ча(j)-1,deterministic,ча(j)-1,ча(j)-1,,
чайк,чайк,deterministic,чайк,чаеч,,
чайн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чакан,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чал,чал-1|чал-2,homonym,,,чал-1|чал-2,
чалм,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чаль,чал-1,deterministic,чал-1,чал-1,,
чан,чан,deterministic,чан,чан,,
чапыг,чапыг,deterministic,чапыг,чапыг,,
чапыж,чапыж,deterministic,чапыж,чапыг,,
чар,чар-1|чар-2,homonym,,,чар-1|чар-2,
чардаш,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чарльстон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чарт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чартер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
час,час,deterministic,час,час,,
часовен,час,deterministic,час,час,,
часовн,час,deterministic,час,час,,
част,част-1|част-2,homonym,,,част-1|част-2,
частн,част-1,deterministic,част-1,част-1,,
частушеч,част-2,deterministic,част-2,част-2,,
частушк,част-2,deterministic,част-2,част-2,,
часть,част-1,deterministic,част-1,част-1,,
чась,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чатал,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чаус,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чауш,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чах,чах,deterministic,чах,чах,,
чахотк,чах,deterministic,чах,чах,,
чачван,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чаш,чаш,deterministic,чаш,чаш,,
чащ,чащ-2,deterministic,чащ-2,част-2,,
чван,чван,deterministic,чван,чван,,
че,ч-3,deterministic,ч-3,ч-3,,
чебак,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чебот,чебот,deterministic,чебот,чебот,,
чебурах,чебур,deterministic,чебур,чебур,,
чебураш,чебур,deterministic,чебур,чебур,,
чебурек,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чебуреч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чей,ч-4,deterministic,ч-4,ч-4,,
чек,чек-2,deterministic,чек-2,чек-2,,
чекан,чекан,deterministic,чекан,чекан,,
чекмарь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чекмень,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чекрыж,чекрыж,deterministic,чекрыж,чекрыж,,
чекуш,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чел,чел,deterministic,чел,чел,,
челк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
челн,челн,deterministic,челн,челн,,
челноч,челн,deterministic,челн,челн,,
человек,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
человеч,человеч,deterministic,человеч,человек,,
челомк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чель,чел,deterministic,чел,чел,,
челюст,челюст,deterministic,челюст,челюст,,
челяд,челяд,deterministic,челяд,челяд,,
челядь,челяд,deterministic,челяд,челяд,,
чембур,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чемер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чемодан,чемодан,deterministic,чемодан,чемодан,,
чемпион,чемпион,deterministic,чемпион,чемпион,,
чепан,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чепец,чепец,deterministic,чепец,чепец,,
чепрак,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чепух,чепух,deterministic,чепух,чепух,,
черв,черв,deterministic,черв,черв,,
червон,черв,deterministic,черв,черв,,
червь,черв,deterministic,черв,черв,,
чердак,чердак,deterministic,чердак,чердак,,
чердач,чердач,deterministic,чердач,чердак,,
черевик,черев,deterministic,черев,черев,,
черевич,черев,deterministic,черев,черев,,
черед,черед,deterministic,черед,черед,,
черемис,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
черемуш,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
черемш,черем,deterministic,черем,черем,,
черенк,черен,deterministic,черен,черен,,
череноч,черен,deterministic,черен,черен,,
череп,череп,deterministic,череп,череп,,
черепах,череп,deterministic,череп,череп,,
черепаш,череп,deterministic,череп,череп,,
черепит,череп,deterministic,череп,череп,,
черепиц,череп,deterministic,череп,череп,,
черепич,череп,deterministic,череп,череп,,
черешк,череш-1,deterministic,череш-1,черен,,
черешн,череш-2,deterministic,череш-2,череш-2,,
черешок,череш-1,deterministic,череш-1,черен,,
черк,черк,deterministic,черк,черк,,
черкас,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
черкес,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
черкеш,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
черн,черн,deterministic,черн,черн,,
чернил,черн,deterministic,черн,черн,,
черниль,черн,deterministic,черн,черн,,
чернь,черн,deterministic,черн,черн,,
черп,черп,deterministic,черп,черп,,
черств,черств,deterministic,черств,черств,,
черт,черт-1|черт-2,homonym,,,черт-1|черт-2,
чертополох,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
черч,черч,deterministic,черч,черт-1,,
чес,чес-1|чес-2,homonym,,,чес-1|чес-2,
чеснок,чес-1,deterministic,чес-1,чес-1,,
чесноч,чес-1,deterministic,чес-1,чес-1,,
чест,чест,deterministic,чест,чест,,
честв,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
честер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
честь,чест,deterministic,чест,чест,,
чесуч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чет,чет|четвер,lemma_level_conflict,,,,Conflicting automatic candidates across lemmas: чет|четвер
четв,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
четверг,четвер,deterministic,четвер,четвер,,
четверт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
четк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
четч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
четыр,четыр,deterministic,четыр,четвер,,
четь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чех,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чехард,чехард,deterministic,чехард,чехард,,
чехл,чехл,deterministic,чехл,чехл,,
чехол,чехол,deterministic,чехол,чехл,,
чехоль,чехол,deterministic,чехол,чехл,,
чечевиц,чечевиц,deterministic,чечевиц,чечевиц,,
чечевич,чечевич,deterministic,чечевич,чечевиц,,
чечен,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чечет,чечет,deterministic,чечет,чечет,,
чеш,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чешу,чеш,deterministic,чеш,чес-1,,
чешуй,чеш,deterministic,чеш,чес-1,,
чещ,чещ,deterministic,чещ,чест,,
чибис,чибис,deterministic,чибис,чибис,,
чиви,чив,deterministic,чив,чив,,
чигирь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чиж,чиж,deterministic,чиж,чиж,,
чий,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чик,чик,deterministic,чик,чик,,
чили,чилик,deterministic,чилик,чилик,,
чилиг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чилий,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чилим,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чиляг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чин,чин-1|чин-2,homonym,,,чин-1|чин-2,
чинар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чипс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
чир,чир-2,deterministic,чир-2,чир-2,,
чирей,чир-1,deterministic,чир-1,чир-1,,
чирик,чир-2,deterministic,чир-2,чир-2,,
чирк,чирк,deterministic,чирк,чирк,,
чирок,чир-2,deterministic,чир-2,чир-2,,
числ,числ,deterministic,числ,числ,,
чист,чист,deterministic,чист,чист,,
чисть,чист,deterministic,чист,чист,,
