root,IPM
филь,2.6
фильк,0.7
фильм,211.2
фильтр,25.6
фимиам,0.6
фин,20.4
финал,33.3
финаль,8.4
финанс,244.3
фингал,0.9
финик,1.3
финики,0.4
финикий,0.5
финикс,0.5
финифть,0.4
финиш,13.7
финлянд,1.7
финн,8.3
финт,0.8
финтифлюшк,0.4
фиолет,12.4
фиолетов,0.6
фиорд,0.4
фирм,184.3
фискал,0.5
фискаль,2.4
фисташк,1.1
фит,0.4
фитил,3.2
фитнес,3.2
фито,2.2
фифа,1.2
фиц,17.3
фишк,5.6
флави,0.5
флаг,36.1
флагман,3.2
флакон,8.4
фламанд,1.2
фламенко,0.7
фламинго,0.5
флан,0.8
фланг,9.8
фланел,1.0
фланель,0.5
фланец,0.4
фланк,0.4
флегм,1.6
флегмат,0.5
флейт,6.6
флекси,0.5
флер,1.4
флигел,5.0
флирт,3.1
флокс,1.0
фломастер,2.3
флор,8.2
флорен,1.5
флот,49.7
флоэм,0.7
флукту,1.7
флюгер,1.4
флюид,5.7
флюор,0.4
флюоресц,0.9
флюс,0.9
фляг,7.3
фоб,4.1
фойе,8.9
фоккер,0.5
фокстерьер,0.6
фокстрот,1.4
фокус,25.1
фол,1.6
фолиант,1.6
фолликул,1.0
фольг,4.3
фольклор,14.7
фольксваген,2.2
фомк,0.7
фон,116.6
фонар,45.5
фонд,141.8
фонендоскоп,0.4
фонет,1.1
фонолог,0.4
фонтан,22.2
фор,10.2
форвард,2.6
форд,0.4
форез,2.5
форель,2.2
форм,733.9
формал,1.5
формализ,3.7
формалин,0.8
формальдегид,0.4
формат,1.2
формирован,2.0
формул,122.3
формуляр,1.3
форпост,2.6
форс,8.6
форсаж,0.9
форсунк,1.9
форт,1.9
форте,0.6
фортель,0.7
фортеп,7.8
фортепьян,1.0
фортк,10.0
фортун,2.6
форум,30.7
форштевень,0.5
фоспренил,0.4
фосф,1.7
фосфат,0.7
фосфолипид,0.5
фосфор,5.1
фот,8.4
фото,195.3
фрагмент,32.8
фраер,2.4
фраз,102.2
фрак,6.3
фрактал,2.0
фракц,27.5
фрамуг,0.4
франк,10.2
франкфурт,0.8
франт,1.5
франц,146.2
франциск,0.4
франчайз,0.5
франшиз,0.8
фрау,5.7
фрахт,0.5
фрач,0.6
фрегат,2.8
фрез,2.4
фрейд,1.2
фрейлейн,0.6
фрейлин,1.4
фрейм,1.2
френ,0.5
френч,2.4
фреон,1.4
фреск,5.4
фри,0.8
фривольн,1.0
фригид,0.4
фригидн,0.8
фриз,1.4
фрикадельк,0.4
фрикци,0.5
фрикцион,0.5
фриц,6.5
фройляйн,0.4
фронд,0.8
фронт,107.7
фронтон,1.6
фрукт,28.4
фруктоз,0.6
фрунзен,2.2
фрунт,0.4
фрустрац,0.5
фтор,0.9
фторид,0.7
фуг,4.5
фугас,4.1
фужер,4.5
фук,0.6
фукс,1.4
фуллерен,1.0
фундамент,42.3
фундат,0.5
фуникулер,0.5
функци,194.3
функцион,0.8
фунт,12.2
фур,1.9
фураж,0.6
фуражеч,15.3
фургон,6.7
фури,0.8
фурнитур,1.8
фурор,1.3
фурункул,0.9
фуршет,1.8
фут,61.7
футбол,0.7
футер,1.7
футляр,8.0
футур,4.5
фуфай,2.5
фуфл,0.9
фуэте,0.4
фыр,13.6
фьорд,0.4
фьючерс,1.3
фэн,1.9
фэнтези,0.6
фюзеляж,3.2
фюрер,16.9
х,2.0
ха(j),1.5
хаб,6.3
хабар,0.9
хабаров,4.1
хав,0.7
хавбек,0.5
хадж,1.2
хаж,4957.0
хазар,1.9
хай,0.6
хайвей,0.4
хак,0.5
хакер,3.1
хаки,1.0
хал,15.6
хала,0.4
халабуд,0.4
халат,43.3
халв,1.3
халдей,0.5
халиф,1.7
халтур,6.2
халуп,0.9
халяв,4.1
хам,19.1
хамелеон,1.5
хан,7.8
хана,3.1
хандр,2.1
ханж,3.9
ханк,0.6
хантавирус,1.9
ханты,2.0
ханыг,0.6
хань,0.5
хаос,17.9
хаот,5.3
хап,7.9
хар,4.2
харакири,0.6
характер,387.4
харбин,0.8
хардкор,0.5
харизм,2.8
харитоньев,0.9
хариус,1.5
харк,1.1
харти,2.2
харч,4.4
харчо,0.6
харьков,6.9
хасавюрт,0.4
хасан,0.4
хасид,0.4
хат,18.9
хахаль,1.3
хаш,0.8
хвал,64.0
хвалын,0.6
хвар,6.1
хваст,22.3
хват,676.5
хво(j),15.5
хвоин,0.5
хворост,3.9
хвост,68.4
хвощ,0.6
хек,0.5
хельсинк,1.0
хеппи,0.8
хер,4.3
херес,1.3
херн,1.1
херсон,0.8
херувим,1.5
хи,9.7
хибар,1.6
хижин,5.7
хил,5.7
хим,120.7
химер,2.3
химикат,1.7
химк,0.5
хин,0.4
хинди,0.5
хип,0.5
хиппи,3.8
хир,1.5
хиро,0.8
хиротони,0.6
хирург,36.5
хит,120.4
хитон,1.0
хитр,84.3
хитроум,0.7
хихик,5.0
хищн,2.0
хлад,312.2
хладнокров,5.3
хлам,8.4
хламид,1.9
хлеб,1.0
хлеб-1,127.9
хлеб-2,38.0
хлев,2.7
хлест,20.8
хлип-1,17.9
хлип-2,2.4
хлоп,141.6
хлопец,4.5
хлопот,0.4
хлор,10.5
хлы,14.7
хлыст,3.3
хлюп,5.0
хляб-1,0.8
хляб-2,1.2
хляс,0.5
хмарь,0.4
хмел,24.5
хмур,45.5
хмык,16.0
хмыл,17.8
хмырь,1.9
хн,0.7
хнык,3.5
хобби,4.8
хоббит,0.6
хобот,4.2
ходж,1.1
ходк,0.6
ходул,0.8
ходынск,0.5
хоз,553.8
хозя,0.4
хозяй,3.5
хозяйств,3.6
хокке,4.8
хоккей,16.7
хол-1,4.8
хол-3,1.5
холащ,14.3
холдинг,17.7
холе,2.1
холер,5.1
холл,13.0
холм,38.2
холоп,2.3
холст,12.2
холуст,2.4
хома,1.0
хомут,2.2
хомяк,2.5
хондр,1.6
хоп,1.4
хор,5.9
хор-2,41.2
хорал,0.5
хоран,703.8
хораш,1019.0
хорват,2.7
хорд,0.5
хоре,4.8
хорей,1.1
хореогр,2.5
хоробр,20.3
хоров,4.0
хором,96.6
хорохор,1.2
хорошев,0.7
хоругвь,1.2
хост,0.4
хот,1558.3
хохат,70.5
хохл,8.2
хохлом,0.4
хохм,2.1
хр,2.7
храм,2.4
храм-2,30.4
хранилище,0.6
храп,13.0
хребет,11.2
хрен,28.8
хрень,0.7
хрестоматий,4.6
хризантем,2.8
хрип,41.9
христ,112.6
христиан,2.5
хроматин,0.7
хроматограф,0.6
хромосом,1.2
хрон,49.3
хроно,0.5
хронос,0.5
хрумк,0.5
хруп,18.6
хруст,21.0
хрустал,18.2
хрущев,6.6
хрущоб,0.7
хрыч,0.8
хрю,2.2
хрюк,0.4
хряк,1.6
хряп,0.5
хряск,4.3
ху,0.6
худ,126.0
худож,247.2
хуй,6.6
хуйн,0.7
хук,0.4
хул,3.4
хули,0.9
хулиган,23.1
хунт,1.3
хурм,1.0
хутор,17.5
хэтчбек,0.8
хэтчбэк,0.5
цап,4.5
цар,207.1
царап,22.6
царицын,0.4
царскосел,1.3
царств,0.9
царь,0.7
цац,1.8
цве,463.6
цветаев,0.9
цевь,0.6
цед,10.7
цедр,1.1
цез,0.4
цезур,0.4
цейтнот,1.3
цеков,0.7
цел,108.7
цел-1,413.1
цел-2,461.9
целев,2.0
целенаправлен,10.4
целеполаг,0.7
целесообразн,6.5
целеустремлен,2.7
целитель,0.5
целк,0.8
целл,4.9
целлул,0.4
целлулоид,0.9
целлюл,3.9
целлюлит,2.2
целомудр,4.3
целомудрен,0.7
цельн,4.0
цемент,13.1
цен,810.2
цензур,0.4
цензура,22.3
ценн,2.0
ценност,0.5
цент,5.3
центнер,7.5
центр,425.2
централиз,1.8
центральн,0.7
центурион,0.5
цео,1.1
цеп,204.9
цепк,2.8
цербер,0.5
церебрал,0.5
церемон,33.5
церемониймейстер,0.5
церкв,241.0
цесаревич,1.1
цесси,1.2
цессионар,0.4
цех,39.8
циан,0.8
цивилиз,20.4
цивилизац,43.6
цивилизовать,0.5
цивиль,1.5
цигар,3.5
цигейк,0.4
цигун,0.5
цид,5.3
цикад,1.5
цикл,46.4
цикламен,0.4
циклич,3.4
циклон,2.1
циклоп,1.8
цикорий,0.4
цилиндр,19.4
цин,18.2
цинг,1.7
цинк,9.2
цинов,1.3
цирк,47.5
циркач,0.4
циркон,2.4
циркул,10.6
циркуль,2.0
циркуляр,2.0
цирроз,1.3
цирюль,1.1
цистерн,6.3
цистит,0.5
цит,57.2
цитадель,2.0
цито,3.0
цитокин,5.3
цитрус,1.6
циферблат,3.8
цифир,77.4
цок,5.3
цоколь,2.1
цукат,0.5
цунами,1.0
цыган,30.4
цык,1.8
цып,0.4
цып-1,8.6
цып-2,9.4
цюрих,0.5
ч-1,1872.3
ч-2,163.8
ч-3,2571.1
ч-4,45.4
ча(j)-1,158.7
ча(j)-2,219.3
чабан,1.0
чабёр,0.5
чавк,3.7
чага,0.4
чад-1,4.3
чад-2,10.0
чадр,0.6
чаевничать,0.5
чаеч,17.6
чай,0.4
чайник,0.6
чакр,1.3
чал-1,16.5
чалм,2.1
чан,5.1
чапаев,0.5
чаплин,0.4
чар,1.0
чар-1,1.3
чар-2,66.9
чарльстон,0.5
чародей,1.7
чарт,0.5
чартер,1.7
час,649.5
част,283.2
част-1,1900.1
част-2,210.2
частиц,0.5
частица,0.5
часть,0.4
чат,1.4
чау,0.4
чах,8.2
чача,0.5
чаш,60.5
чван,1.4
чебоксар,0.6
чебур,1.5
чебурек,0.7
чего,1.8
чек,1.0
чек-1,2.0
чек-2,11.0
чекан,7.7
чекуш,1.6
чел,11.3
челн,5.8
человек,3056.2
челоч,0.6
челюскин,0.6
челюст,17.1
челябинск,6.0
челяд,2.1
чемодан,51.9
чемпион,97.9
чепец,1.7
чепух,14.0
черв,18.6
червл,0.4
червон,3.9
чердак,15.5
чердын,1.0
черев,13.8
черед,489.5
черем,0.4
черемух,3.5
черемушк,0.4
черен,4.8
череп,45.5
череповец,0.7
череш-2,1.3
черешч,0.6
черк,147.3
черкас,1.4
черкес,3.3
черкизов,0.6
черн,439.7
чернигов,2.3
чернобыл,2.5
чернозем,0.4
черносотен,0.8
чернух,1.6
черок,0.7
черп,44.4
черств,4.7
черт,2.5
черт-1,127.7
черт-2,140.6
чертеж,17.0
чертог,1.4
чертополох,2.1
чес,17.8
чес-1,68.1
чест,293.1
честолюб,3.2
чесуч,0.6
четвер,114.6
четверк,0.8
четк,96.2
чех,9.7
чехард,1.5
чехл,7.3
чехов,9.7
чечевиц,0.5
чечен,65.0
чечет,1.2
чибис,0.4
чиж,1.2
чижик,0.5
чикаго,1.3
чилий,1.5
чилик,0.4
чин,11.5
чин-1,604.6
чинар,0.9
чинов,1.3
чип,2.3
чипс,1.6
чир-1,0.5
чир-2,3.1
чирк,4.7
числ,681.4
чист,429.2
чистоган,0.4
читин,1.9
чифир,1.9
чих,8.7
чич,8.0
чкалов,1.1
член,236.5
членораздельн,1.5
чмо,0.6
чмок,8.5
чок,10.2
чопорн,2.0
чорт,1.1
чох-2,0.5
чрезвычай,43.6
чрезмер,5.8
чресл,0.6
чтим,0.4
чу,1060.5
чуб,5.0
чубайс,0.5
чубук,0.4
чубушник,0.4
чубч,1.0
чувак,3.7
чувал,0.5
чуваш,2.7
чувих,0.7
чувств,3.7
чугун,18.0
чуд,6.0
чуд-1,221.0
чуд-2,215.8
чудес,3.6
чудик,2.6
чудн,4.1
чудовищ,4.0
чудск,0.5
чудь,0.5
чуй,0.4
чукот,3.3
чукч,8.2
чукча,0.8
чулан,3.9
чулок,12.8
чум,15.0
чумаз,2.3
чумак,0.5
чуня,0.8
чур-1,3.4
чур-2,4.6
чур-3,16.3
чурбак,1.0
чусовск,0.5
чутк,4.5
чуть,39.0
чухон,0.5
чуч,7.1
чуш-1,12.7
чуш-2,0.9
ш,495.4
шабаш,5.8
шаблон,6.2
шав,0.9
шаг,277.3
шагрен,0.4
шайб,4.8
шайк,5.2
шайтан,0.7
шакал,6.5
шал-1,5.7
шал-2,21.2
шалав,1.0
шаланд,0.5
шалаш,5.9
шале,0.4
шалман,0.4
шалопай,1.3
шалфей,0.7
шаляпин,0.6
шам,0.6
шаман,7.7
шамк,0.7
шампан,30.9
шампиньон,1.7
шампунь,6.0
шампур,1.5
шанс,56.1
шансон,1.1
шансонье,0.4
шантаж,7.5
шантрап,0.4
шанхай,2.2
шап,53.2
шапито,0.6
шапоч,0.4
шар,0.7
шар-1,75.1
шар-2,18.2
шараг,0.5
шарад,1.0
шарах,18.1
шарж,1.5
шариат,2.2
шарк,6.9
шарлатан,2.9
шарм,2.9
шарман,1.1
шарманк,1.4
шарнир,1.9
шаровар,2.5
шаровид,1.4
шарп,3.8
шарф,11.3
шасси,6.9
шаст,3.3
шат,35.2
шатен,1.7
шатёр,6.0
шатк,0.7
шато,0.5
шаттл,1.2
шафер,0.4
шафран,0.5
шах,49.2
шахид,1.5
шахиншах,1.1
шахт,33.1
шахтинск,0.4
шаш,10.1
шашлык,10.0
шашлыч,3.5
шашн,0.5
шв,131.3
швабр,3.4
шварк,0.5
шварт,1.9
швартов,0.9
швах,0.5
швед,21.5
швейцар,19.9
швыр,29.8
ше(j)-1,101.1
шевалье,0.5
шевел,66.4
шевелюр,4.0
шевроле,0.8
шеврон,0.9
шедевр,14.3
шезлонг,2.3
шейк,0.5
шейпинг,0.5
шейх,3.3
шекель,1.0
шекспир,4.3
шелест,15.2
шелк,29.1
шелкопряд,0.5
шелом,30.4
шелох,3.4
шелуд,0.5
шелух,5.6
шельм,0.7
шельф,3.9
шенген,1.0
шенкель,0.8
шеп,136.1
шепт,1.0
шереметьев,0.9
шеренг,5.7
шериф,2.1
шерох,2.8
шерст,30.5
шерш,5.8
шест,3.3
шест-1,5.4
шест-2,27.7
шеств,5.5
шеф,46.6
шиб,210.6
шибер,0.5
шибк,5.0
шивер,0.9
шиворот,4.7
шиз,0.9
шизоид,0.4
шизофрен,6.5
шиит,1.1
шик-1,18.0
шик-2,1.8
шикарн,1.5
шиллинг,1.1
шильд,0.4
шимпанзе,1.5
шин,17.9
шинел,26.7
шинк-2,0.9
шиншилл,0.4
шиньон,0.4
шип,2.5
шип-1,31.1
шип-2,15.9
шипр,0.6
шир-1,438.2
ширм,5.3
шифер,1.8
шифон,0.6
шифоньер,1.6
шифр,25.5
шихт,0.7
шиш,13.2
шкал,15.4
шкалик,1.1
шкап,0.5
шкатул,5.7
шкаф,53.7
шквал,3.4
шкваль,0.8
шкив,0.5
шкипер,1.1
шкир,1.3
шкод,1.8
школ,430.0
шконк,0.5
шкур,29.2
шлаг,0.8
шлагбаум,3.5
шлак,4.2
шлам,1.3
шланг,9.2
шлейф,3.5
шлеп,22.8
шлиссельбург,0.4
шлиф,5.4
шлих,0.5
шлюз,2.6
шлюп,5.8
шлюх,5.0
шля,5.1
шлягер,2.1
шляп,43.4
шлях,0.4
шляхт,1.0
шмайссер,0.5
шмат,0.5
шматок,0.5
шмел,3.5
шмон,1.9
шмот,0.5
шмотк,3.3
шмыг,6.9
шмяк,1.4
шнапс,1.1
шницель,0.6
шнобель,0.7
шнур,18.4
шныр,2.5
шовин,3.4
шок,25.4
шоколад,22.1
шолохов,0.4
шомпол,0.6
шоп,1.2
шопен,0.4
шопинг,1.0
шор,1.5
шорох,10.9
шорт,6.5
шоссе,37.7
шотланд,6.9
шоу,20.7
шоумен,0.9
шофер,44.4
шпаг,5.6
шпагат,2.0
шпак,0.9
шпаклев,0.5
шпал,4.0
шпалер,1.6
шпан,5.3
шпар,3.7
шпаргал,2.0
шпат,0.5
шпатель,0.5
шпатл,0.5
шпиг,2.6
шпил,10.6
шпинат,1.1
шпингалет,1.1
шпиндель,0.6
шпион,32.3
шпиц,0.6
шпон,1.5
шпор,2.9
шприц,7.8
шпрот,1.5
шпур,0.4
шпын,0.6
шрам,10.7
шрапнель,0.7
шрифт,6.4
штаб,91.0
штабель,4.2
штабс,2.9
штакетник,1.5
штамб,1.4
штамм,35.8
штамп,13.8
штан,42.3
штанг,6.3
штанген,0.5
штандарт,2.1
штат,88.3
штатив,1.3
штемпель,1.5
штепсель,0.6
штиблет,1.3
штил,2.0
шток,3.6
штокман,0.4
штольн,1.4
штоп,3.7
штопор,1.9
штор,16.2
шторм,10.8
штоф,0.6
штраф,46.1
штрек,0.9
штрих,8.5
штуд,2.7
штук-1,71.2
штукатур,8.0
штурвал,4.5
штурм,26.6
штурман,7.6
штурмбанфюрер,0.5
штуцер,1.1
штык,11.8
штырь,1.9
шуб,30.7
шуг-1,0.8
шуг-2,0.4
шуй,0.5
шукшин,0.6
шулер,1.3
шум,156.4
шумер,1.1
шумов,0.6
шумовк,0.6
шунт,0.4
шур,0.4
шур-1,1.6
шур-2,1.2
шуруп,2.5
шурф,1.3
шурш,15.9
шуст,0.5
шустр,6.3
шут,166.7
шухер,0.8
шушер,1.1
шушук,1.4
шхун,1.5
щ,7.7
щавел,1.9
щад,38.2
щас,6.1
щебен,3.9
щебет,5.1
щегл,1.8
щегол-2,6.9
щедр-1,30.5
щек,83.7
